house_type,locality,city,area,beds,bathrooms,balconies,furnishing,area_rate,rent
3 BHK House for Rent in Kasturi Nagar Bangalore,Kasturi Nagar,Bangalore,2400.0,3,3,0,Semi-Furnished,31.0,75000.0
"2 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,850.0,2,2,0,Semi-Furnished,39.0,33000.0
"3 BHK Flat for Rent in Naganathapura Rayasandra, Bangalore",Naganathapura,Bangalore,1150.0,3,3,0,Semi-Furnished,30.0,35000.0
"2 BHK Flat for Rent in Chandapura, Bangalore",Chandapura,Bangalore,900.0,2,2,0,Furnished,23.0,21000.0
"4 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bangalore,3940.0,4,5,2,Furnished,63.0,250000.0
"2 BHK Flat for Rent in Bommasandra Jigani Link Road, Bangalore",Bommasandra Jigani Link Road,Bangalore,1044.0,2,2,0,Semi-Furnished,29.0,30000.0
"1 BHK Flat for Rent in Phase 7 JP Nagar, Bangalore",Phase 7 JP Nagar,Bangalore,450.0,1,1,0,Semi-Furnished,22.0,10000.0
2 BHK House for Rent in Koramangala Bangalore,Koramangala,Bangalore,800.0,2,2,0,Semi-Furnished,50.0,40000.0
"3 BHK Flat for Rent in Thanisandra Main Road, Bangalore",Thanisandra Main Road,Bangalore,1390.0,3,2,2,Semi-Furnished,29.0,40000.0
"3 BHK Flat for Rent in Hsr Layout, Bangalore",HSR Layout,Bangalore,1400.0,3,3,3,Semi-Furnished,45.0,63000.0
"2 BHK Flat for Rent in Devanahalli, Bangalore",Devanahalli,Bangalore,1360.0,2,2,0,Semi-Furnished,24.0,32000.0
"1 BHK House for Rent in Kaggadasapura, Indira nagar Bangalore",Kaggadasapura,Bangalore,375.0,1,1,0,Unfurnished,25.0,9500.0
"3 BHK Flat for Rent in Bellandur, Outer Ring Road, Bangalore",Bellandur,Bangalore,1450.0,3,2,2,Semi-Furnished,32.0,47000.0
3 BHK Villa for Rent in Sarjapur Road Bangalore,Sarjapur Road,Bangalore,2400.0,3,4,2,Semi-Furnished,25.0,59500.0
"1 BHK Flat for Rent in Halasuru, Bangalore",Halasuru,Bangalore,450.0,1,1,0,Semi-Furnished,29.0,13000.0
4 BHK House for Rent in Chikkabellandur Bangalore,Chikkabellandur,Bangalore,2400.0,4,4,2,Semi-Furnished,21.0,50000.0
"1 BHK Flat for Rent in Viveka Nagar, Bangalore",Viveka Nagar,Bangalore,600.0,1,1,0,Unfurnished,37.0,22000.0
"3 BHK Flat for Rent in Koramangala, Bangalore",Koramangala,Bangalore,2000.0,3,3,2,Semi-Furnished,40.0,80000.0
5 BHK Villa for Rent in Whitefield Bangalore,Whitefield,Bangalore,5800.0,5,6,3,Semi-Furnished,69.0,400000.0
"2 BHK Flat for Rent in Phase 7 JP Nagar, Bangalore",Phase 7 JP Nagar,Bangalore,1000.0,2,2,0,Unfurnished,10.0,10000.0
"3 BHK Flat for Rent in Phase 2 Electronic City, Bangalore",Electronic City Phase 2,Bangalore,1550.0,3,3,0,Semi-Furnished,21.0,32000.0
"2 BHK Flat for Rent in Phase 1 Electronics City, Bangalore",Electronics City Phase 1,Bangalore,1345.0,2,2,2,Semi-Furnished,37.0,50000.0
3 BHK House for Rent in Kempapura Bangalore,Kempapura,Bangalore,900.0,3,3,0,Semi-Furnished,20.0,18000.0
"3 BHK Flat for Rent in Kasavanahalli, Bangalore",Kasavanahalli,Bangalore,1509.0,3,3,3,Furnished,52.0,77900.0
"3 BHK Flat for Rent in Doddanekundi, Kartik Nagar, Bangalore",Doddanekundi,Bangalore,1600.0,3,2,2,Semi-Furnished,47.0,75000.0
"3 BHK Flat for Rent in Bagalur Main Road, Bangalore",Bagalur Main Road,Bangalore,1100.0,3,3,2,Semi-Furnished,36.0,40000.0
"2 BHK Flat for Rent in Varthur, Bangalore",Varthur,Bangalore,1260.0,2,2,2,Semi-Furnished,36.0,45000.0
2 BHK House for Rent in Gollarahatti Bangalore,Gollarahatti,Bangalore,1200.0,2,1,0,Unfurnished,6.0,7500.0
"1 BHK Flat for Rent in Mahadevapura, Bangalore",Mahadevapura,Bangalore,400.0,1,1,0,Furnished,70.0,28000.0
3 BHK House for Rent in Pulikeshi Nagar Bangalore,Frazer Town,Bangalore,1700.0,3,2,0,Semi-Furnished,21.0,36000.0
4 BHK Villa for Rent in Hennur Gardens Bangalore,Hennur,Bangalore,2450.0,4,4,0,Semi-Furnished,82.0,200000.0
6 BHK Villa for Rent in Block 11th Stage 6th Banakshankari Bangalore,Banashankari 6th Stage-11th Block,Bangalore,4000.0,6,6,0,Semi-Furnished,18.0,70000.0
"4 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bangalore,3650.0,4,4,3,Semi-Furnished,28.0,100000.0
2 BHK House for Rent in Whitefield Bangalore,Whitefield,Bangalore,800.0,2,2,0,Semi-Furnished,25.0,20000.0
"2 BHK Flat for Rent in Brookefield, Bangalore",Brookefield,Bangalore,800.0,2,2,0,Semi-Furnished,38.0,30000.0
"2 BHK Flat for Rent in Electronic City, Bangalore",Electronic City,Bangalore,858.0,2,2,0,Semi-Furnished,38.0,33000.0
"2 BHK Flat for Rent in Budigere, Bangalore",Budigere,Bangalore,1152.0,2,2,0,Semi-Furnished,26.0,30000.0
"1 BHK Flat for Rent in ITI Layout HSR Layout, Bangalore",ITI Layout,Bangalore,550.0,1,1,0,Unfurnished,48.0,26666.0
2 BHK House for Rent in Dasarahalli Main Road Bangalore,Dasarahalli Main Road,Bangalore,800.0,2,2,0,Semi-Furnished,19.0,15500.0
"4 BHK Flat for Rent in Thanisandra, Bangalore",Thanisandra,Bangalore,2600.0,4,4,2,Furnished,135.0,350000.0
"2 BHK Flat for Rent in Bagalur Main Road, Bangalore",Bagalur Main Road,Bangalore,999.0,2,2,2,Semi-Furnished,25.0,25000.0
4 BHK Villa for Rent in Electronic City Bangalore,Electronic City,Bangalore,2900.0,4,4,3,Semi-Furnished,12.0,35000.0
"3 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1600.0,3,3,2,Unfurnished,44.0,70000.0
"3 BHK Flat for Rent in Battarahalli, Bangalore",Battarahalli,Bangalore,1764.0,3,3,2,Semi-Furnished,28.0,50000.0
"3 BHK Flat for Rent in Nehru Nagar, Bangalore",Nehru Nagar,Bangalore,1568.0,3,3,0,Furnished,32.0,50000.0
"2 BHK Flat for Rent in Thanisandra Main Road, Bangalore",Thanisandra Main Road,Bangalore,1180.0,2,2,0,Semi-Furnished,32.0,38000.0
1 BHK House for Rent in Block 4th Jayanagar Bangalore,Block 4th Jayanagar,Bangalore,650.0,1,1,0,Semi-Furnished,18.0,12000.0
"3 BHK Flat for Rent in Bannerghatta Main Road, Bangalore",Bannerghatta Road,Bangalore,1810.0,3,3,2,Semi-Furnished,33.0,60000.0
"4 BHK Flat for Rent in Konanakunte, Bangalore",Konanakunte,Bangalore,2000.0,4,6,2,Semi-Furnished,45.0,90000.0
"3 BHK Flat for Rent in Balagere, Bangalore",Balagere,Bangalore,1250.0,3,3,0,Semi-Furnished,52.0,65000.0
"2 BHK Flat for Rent in Sector 5th HSR Layout, Bangalore",Sector 5 HSR Layout,Bangalore,900.0,2,2,0,Semi-Furnished,33.0,30000.0
1 BHK House for Rent in Ramamurthy Nagar Bangalore,Ramamurthy Nagar,Bangalore,450.0,1,1,0,Semi-Furnished,28.0,12500.0
2 BHK House for Rent in Karihobanahalli Bangalore,Kariobanahalli,Bangalore,950.0,2,2,0,Semi-Furnished,17.0,16000.0
"3 BHK Flat for Rent in J P Nagar, Bangalore",JP Nagar,Bangalore,1000.0,3,2,0,Furnished,75.0,75000.0
"2 BHK House for Rent in Malleshpalya, Kaggadasapura Bangalore",Malleshpalya,Bangalore,1200.0,2,2,0,Semi-Furnished,18.0,21000.0
2 BHK House for Rent in Hulimavu Bangalore,Hulimavu,Bangalore,1200.0,2,2,2,Semi-Furnished,11.0,13000.0
"4 BHK Flat for Rent in Thanisandra Main Road, Bangalore",Thanisandra Main Road,Bangalore,2800.0,4,5,3,Semi-Furnished,39.0,110000.0
"2 BHK Flat for Rent in Uttarahalli Main Road, Bangalore",Uttarahalli Main Road,Bangalore,900.0,2,2,0,Semi-Furnished,24.0,22000.0
"3 BHK Flat for Rent in Yelahanka, Bangalore",Yelahanka,Bangalore,2159.0,3,3,2,Unfurnished,21.0,45000.0
"2 BHK Flat for Rent in Kasavanahalli Village, Bangalore",Bellandur-Marathahalli,Bangalore,800.0,2,2,0,Semi-Furnished,31.0,25000.0
"3 BHK Flat for Rent in Ecc Road, Whitefield, Bangalore",ECC Road,Bangalore,1250.0,3,3,2,Semi-Furnished,40.0,50000.0
"2 BHK Flat for Rent in B Narayanapura, Mahadevapura, Bangalore",B Narayanapura,Bangalore,1250.0,2,2,0,Semi-Furnished,23.0,29000.0
"1 BHK Flat for Rent in Basapura, Bangalore",Basapura,Bangalore,460.0,1,1,0,Semi-Furnished,43.0,20000.0
"2 BHK Flat for Rent in Kumbalgodu, Bangalore",Kumbalgodu,Bangalore,988.0,2,2,0,Semi-Furnished,23.0,23000.0
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,1530.0,3,3,3,Unfurnished,42.0,65000.0
1 BHK House for Rent in RT Nagar Bangalore,RT Nagar,Bangalore,650.0,1,2,0,Furnished,37.0,24000.0
"3 BHK Flat for Rent in Kadugodi, Bangalore",Kadugodi,Bangalore,1245.0,3,2,0,Semi-Furnished,31.0,38000.0
"2 BHK Flat for Rent in Budigere, Bangalore",Budigere,Bangalore,965.0,2,2,0,Semi-Furnished,29.0,28000.0
3 BHK Villa for Rent in Bannerghatta Main Road Bangalore,Bannerghatta Road,Bangalore,2215.0,3,3,3,Semi-Furnished,29.0,65000.0
"4 BHK Villa for Rent in Ecc Road, Whitefield Bangalore",ECC Road,Bangalore,2500.0,4,5,2,Semi-Furnished,46.0,120000.0
"4 BHK Flat for Rent in T Dasarahalli, Bangalore",T Dasarahalli,Bangalore,3250.0,4,4,2,Furnished,20.0,65000.0
"3 BHK Flat for Rent in Hoodi, Hoodi, Bangalore",Hoodi,Bangalore,1650.0,3,2,2,Unfurnished,30.0,50000.0
"2 BHK Flat for Rent in J P Nagar, Bangalore",JP Nagar,Bangalore,750.0,2,2,2,Semi-Furnished,21.0,16000.0
"3 BHK Flat for Rent in Kundalahalli, Brookefield, Bangalore",Kundalahalli,Bangalore,2232.0,3,3,2,Semi-Furnished,58.0,130000.0
"3 BHK Flat for Rent in Kudlu Gate, Bangalore",Kudlu Gate,Bangalore,1850.0,3,3,2,Semi-Furnished,38.0,70000.0
"2 BHK Flat for Rent in Ramamurthy Nagar, Bangalore",Ramamurthy Nagar,Bangalore,800.0,2,2,0,Semi-Furnished,29.0,23000.0
"2 BHK Flat for Rent in Epip Zone, Whitefield, Bangalore",EPIP Zone,Bangalore,950.0,2,2,0,Furnished,34.0,32000.0
2 BHK House for Rent in Abbigere Bangalore,Abbigere,Bangalore,1200.0,2,2,0,Semi-Furnished,19.0,23000.0
"3 BHK Flat for Rent in G Block Sahakar Nagar, Bangalore",G Block Sahakar Nagar,Bangalore,1180.0,3,3,2,Furnished,64.0,75000.0
"3 BHK Flat for Rent in Electronic City, Bangalore",Electronic City,Bangalore,1550.0,3,3,2,Semi-Furnished,27.0,42000.0
"2 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bangalore,1045.0,2,2,2,Semi-Furnished,36.0,38000.0
"3 BHK Flat for Rent in Sector 2 HSR Layout, Bangalore",Sector 2 HSR Layout,Bangalore,1200.0,3,3,2,Semi-Furnished,63.0,75000.0
"1 BHK Flat for Rent in Old Madras Road, Bangalore",Old Madras Road,Bangalore,550.0,1,1,0,Unfurnished,27.0,15000.0
"1 BHK Flat for Rent in Lakshminarayana Pura, Marathahalli, Bangalore",Lakshminarayana Pura,Bangalore,300.0,1,1,0,Furnished,60.0,18000.0
2 BHK House for Rent in Margondanahalli Bangalore,Margondanahalli,Bangalore,570.0,2,2,0,Semi-Furnished,15.0,8500.0
"2 BHK Flat for Rent in Uttarahalli Main Road, Bangalore",Uttarahalli Main Road,Bangalore,835.0,2,2,2,Semi-Furnished,26.0,22000.0
1 BHK House for Rent in Chinnapanna Halli Bangalore,Chinnapanna Halli,Bangalore,250.0,1,1,0,Semi-Furnished,44.0,11000.0
"3 BHK Flat for Rent in Hennur Bagalur Main Road, Bangalore",Hennur Bagalur Main Road,Bangalore,1200.0,3,3,2,Semi-Furnished,42.0,50000.0
"2 BHK Flat for Rent in Kaveri Nagar Kaval Bairasandra, Bangalore",Kaveri Nagar,Bangalore,1089.0,2,2,2,Unfurnished,22.0,24000.0
"2 BHK Flat for Rent in Bannerghatta Main Road, Bangalore",Bannerghatta Road,Bangalore,1150.0,2,2,2,Semi-Furnished,22.0,25000.0
"1 BHK Flat for Rent in Halasuru, Bangalore",Halasuru,Bangalore,1250.0,1,2,0,Furnished,80.0,100000.0
"5 BHK Villa for Rent in Royal Shelters, Bommanahalli Bangalore",Royal Shelters,Bangalore,6000.0,5,4,0,Furnished,25.0,150000.0
"2 BHK Flat for Rent in Ibbaluru, Bangalore",Iblur Village,Bangalore,1000.0,2,2,2,Semi-Furnished,43.0,43000.0
"3 BHK Flat for Rent in Ombr Layout, Banaswadi, Bangalore",OMBR Layout,Bangalore,1690.0,3,3,0,Semi-Furnished,28.0,48000.0
"2 BHK Flat for Rent in Electronic City, Bangalore",Electronic City,Bangalore,910.0,2,2,0,Semi-Furnished,33.0,30000.0
"3 BHK Flat for Rent in Gattahalli, Electronic City, Bangalore",Gattahalli,Bangalore,1235.0,3,2,0,Furnished,26.0,32000.0
4 BHK House for Rent in Hsr Layout Bangalore,HSR Layout,Bangalore,2000.0,4,3,0,Semi-Furnished,38.0,75000.0
3 BHK House for Rent in Kannuru Bangalore,Kannuru,Bangalore,860.0,3,3,2,Semi-Furnished,41.0,35000.0
4 BHK House for Rent in LBS Nagar Kaggadasapura Bangalore,LBS Nagar,Bangalore,2200.0,4,4,0,Semi-Furnished,20.0,45000.0
1 BHK House for Rent in Harlur Bangalore,Harlur,Bangalore,700.0,1,1,0,Semi-Furnished,16.0,11000.0
"1 BHK House for Rent in Immadihalli, Whitefield Bangalore",Immadihalli,Bangalore,650.0,1,1,0,Semi-Furnished,20.0,13000.0
2 BHK House for Rent in Banashankari Bangalore,Banashankari,Bangalore,1200.0,2,2,0,Semi-Furnished,29.0,35000.0
"2 BHK Flat for Rent in Thanisandra, Bangalore",Thanisandra,Bangalore,852.0,2,2,0,Unfurnished,39.0,33000.0
"3 BHK Flat for Rent in NR Colony Basavanagudi, Bangalore",NR Colony,Bangalore,1700.0,3,2,0,Semi-Furnished,18.0,30000.0
2 BHK House for Rent in Kadugodi Bangalore,Kadugodi,Bangalore,800.0,2,2,0,Semi-Furnished,28.0,22000.0
1 BHK House for Rent in Kodihalli Bangalore,Kodihalli,Bangalore,350.0,1,1,0,Unfurnished,46.0,16000.0
"2 BHK Flat for Rent in Hennur Gardens, Bangalore",Hennur,Bangalore,1575.0,2,2,3,Semi-Furnished,24.0,38000.0
"2 BHK Flat for Rent in Kadubeesanahalli, Bangalore",Kadubeesanahalli,Bangalore,1000.0,2,2,0,Semi-Furnished,23.0,23000.0
"2 BHK Flat for Rent in Ramamurthy Nagar, Bangalore",Ramamurthy Nagar,Bangalore,800.0,2,2,0,Semi-Furnished,31.0,25000.0
"3 BHK Flat for Rent in J P Nagar, Bangalore",JP Nagar,Bangalore,1400.0,3,3,2,Semi-Furnished,39.0,55000.0
"3 BHK Flat for Rent in Syndicate Bank Colony Omkar Nagar, Bangalore",Syndicate Bank Colony,Bangalore,1900.0,3,3,2,Semi-Furnished,26.0,50000.0
"3 BHK Flat for Rent in Dasarahalli Main Road, Bangalore",Dasarahalli Main Road,Bangalore,1094.0,3,3,3,Semi-Furnished,42.0,46000.0
"2 BHK Flat for Rent in Bagaluru, Bangalore",Bagaluru,Bangalore,655.0,2,2,2,Unfurnished,38.0,25000.0
"3 BHK Flat for Rent in Phase 1 Electronics City, Bangalore",Electronics City Phase 1,Bangalore,1600.0,3,2,0,Furnished,25.0,40000.0
"1 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,600.0,1,1,0,Semi-Furnished,33.0,20000.0
"2 BHK House for Rent in Dooravani Nagar, Dooravani Nagar Bangalore",Dooravani Nagar,Bangalore,900.0,2,2,0,Unfurnished,17.0,15000.0
"1 BHK Flat for Rent in Tavarekere Suddagunte Palya, Bangalore",Tavarekere,Bangalore,400.0,1,1,0,Unfurnished,30.0,12000.0
"2 BHK House for Rent in Ms Palya, Vidyaranyapura Bangalore",MS Palya,Bangalore,800.0,2,1,0,Semi-Furnished,16.0,12500.0
"3 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1697.0,3,3,3,Semi-Furnished,37.0,62000.0
"2 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bangalore,960.0,2,2,2,Semi-Furnished,36.0,35000.0
"3 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1570.0,3,2,0,Semi-Furnished,29.0,45000.0
"1 BHK Flat for Rent in Yemalur, Bellandur, Bangalore",Yemalur,Bangalore,406.0,1,1,0,Semi-Furnished,103.0,42000.0
4 BHK Villa for Rent in Maruthi Nagar Yelahanka Bangalore,Maruthi Nagar Yelahanka,Bangalore,4350.0,4,4,0,Semi-Furnished,55.0,240000.0
"2 BHK Flat for Rent in Rbi Layout, J P Nagar, Bangalore",RBI Layout,Bangalore,1150.0,2,2,0,Unfurnished,17.0,20000.0
"3 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1750.0,3,3,2,Furnished,26.0,45000.0
"2 BHK House for Rent in Isro Layout, Kumaraswamy Layout Bangalore",ISRO Layout,Bangalore,1200.0,2,2,0,Semi-Furnished,21.0,25000.0
1 BHK House for Rent in Devarachikkana Halli Bangalore,Devarachikkana Halli,Bangalore,450.0,1,1,0,Semi-Furnished,15.0,6800.0
"2 BHK Flat for Rent in Binny Pete, Bangalore",Binny Pete,Bangalore,975.0,2,2,2,Furnished,51.0,50000.0
"2 BHK Flat for Rent in Ramanjaneyanagar, Chikkalasandra, Bangalore",Ramanjaneyanagar,Bangalore,1130.0,2,2,0,Semi-Furnished,18.0,20000.0
1 BHK House for Rent in Arekere Bangalore,Arekere,Bangalore,400.0,1,1,0,Semi-Furnished,28.0,11000.0
2 BHK House for Rent in Sahakar Nagar Bangalore,Sahakara Nagar,Bangalore,900.0,2,2,0,Semi-Furnished,27.0,24000.0
"5 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,6500.0,5,5,3,Semi-Furnished,69.0,450000.0
2 BHK House for Rent in BDA Lay Out Chandra Layout Bangalore,BDA Lay Out Chandra Layout,Bangalore,750.0,2,2,0,Semi-Furnished,20.0,15000.0
4 BHK Villa for Rent in Whitefield Bangalore,Whitefield,Bangalore,4934.0,4,4,3,Semi-Furnished,39.0,190000.0
"2 BHK Flat for Rent in LBS Nagar Kaggadasapura, Bangalore",LBS Nagar,Bangalore,900.0,2,2,2,Unfurnished,28.0,25000.0
"2 BHK Flat for Rent in Doddanagamangala Village, Bangalore",Doddanagamangala,Bangalore,700.0,2,1,0,Semi-Furnished,21.0,15000.0
2 BHK House for Rent in Huskur Bangalore,Huskur,Bangalore,1100.0,2,2,0,Semi-Furnished,23.0,25000.0
3 BHK Villa for Rent in Sarjapura Bangalore,Sarjapur,Bangalore,1750.0,3,3,2,Furnished,22.0,38000.0
2 BHK House for Rent in Bannerughatta Bangalore,Bannerghatta,Bangalore,900.0,2,2,0,Semi-Furnished,20.0,18000.0
"3 BHK Flat for Rent in Thanisandra, Bangalore",Thanisandra,Bangalore,2950.0,3,3,2,Semi-Furnished,86.0,260000.0
"3 BHK Flat for Rent in Thanisandra, Bangalore",Thanisandra,Bangalore,2100.0,3,3,5,Unfurnished,36.0,75000.0
4 BHK Villa for Rent in Horamavu Bangalore,Horamavu,Bangalore,4000.0,4,4,3,Semi-Furnished,31.0,130000.0
"3 BHK Flat for Rent in Seegehalli, Bangalore",Seegehalli,Bangalore,200.0,3,2,2,Furnished,210.0,42000.0
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bangalore,1900.0,3,4,2,Unfurnished,42.0,80000.0
"3 BHK Flat for Rent in Kasavanahalli, Bangalore",Kasavanahalli,Bangalore,1000.0,3,3,0,Semi-Furnished,40.0,40000.0
"1 BHK House for Rent in Vyalikaval, Malleshwaram Bangalore",Vyalikaval,Bangalore,330.0,1,1,0,Unfurnished,36.0,12000.0
4 BHK Villa for Rent in Sarjapur Road Bangalore,Sarjapur Road,Bangalore,3430.0,4,3,2,Semi-Furnished,22.0,75000.0
2 BHK House for Rent in Krishnarajapura Bangalore,KR Puram,Bangalore,1000.0,2,1,0,Semi-Furnished,15.0,15000.0
4 BHK House for Rent in Vijayanagar Bangalore,Vijayanagar,Bangalore,2250.0,4,3,0,Unfurnished,13.0,30000.0
"2 BHK Flat for Rent in Yelahanka, Bangalore",Yelahanka,Bangalore,1322.0,2,2,2,Semi-Furnished,30.0,40000.0
5 BHK Villa for Rent in Gunjur Bangalore,Gunjur,Bangalore,7830.0,5,7,5,Semi-Furnished,36.0,280000.0
"2 BHK Flat for Rent in Electronic City, Bangalore",Electronic City,Bangalore,1650.0,2,2,0,Furnished,9.0,15000.0
"2 BHK Flat for Rent in Chikkabanavara, Bangalore",Chikkabanavara,Bangalore,1169.0,2,2,0,Unfurnished,17.0,20000.0
"3 BHK Flat for Rent in Kadugodi, Bangalore",Kadugodi,Bangalore,1590.0,3,3,0,Semi-Furnished,31.0,50000.0
"5 BHK Villa for Rent in Kundalahalli, Brookefield Bangalore",Kundalahalli,Bangalore,6000.0,5,3,3,Furnished,33.0,200000.0
"3 BHK Flat for Rent in Chokkanahalli, Thanisandra Main Road, Bangalore",Chokkanahalli,Bangalore,1470.0,3,3,2,Semi-Furnished,14.0,20000.0
2 BHK House for Rent in Mudalapalya Bangalore,Moodalapalya,Bangalore,900.0,2,2,0,Semi-Furnished,16.0,14000.0
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,1000.0,3,2,2,Semi-Furnished,65.0,65000.0
"4 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,3370.0,4,4,4,Unfurnished,30.0,100000.0
2 BHK House for Rent in J P Nagar Bangalore,JP Nagar,Bangalore,600.0,2,1,0,Unfurnished,20.0,12000.0
"3 BHK House for Rent in Singasandra, Hosur Road Bangalore",Singasandra,Bangalore,2600.0,3,3,0,Furnished,29.0,75000.0
"1 BHK Flat for Rent in Sector 2 HSR Layout, Bangalore",Sector 2 HSR Layout,Bangalore,650.0,1,1,0,Unfurnished,32.0,21000.0
"2 BHK Flat for Rent in Nagasandra, Bangalore",Nagasandra,Bangalore,868.0,2,2,0,Semi-Furnished,40.0,35000.0
"5 BHK Flat for Rent in Bannerghatta Main Road, Bangalore",Bannerghatta Road,Bangalore,2000.0,5,5,3,Unfurnished,30.0,60000.0
"2 BHK Flat for Rent in Kalyan Nagar, Bangalore",Kalyan Nagar,Bangalore,765.0,2,1,0,Semi-Furnished,33.0,25000.0
2 BHK House for Rent in Bileshivale Bangalore,Bileshivale,Bangalore,1300.0,2,2,0,Semi-Furnished,215.0,280000.0
"3 BHK Flat for Rent in Kundalahalli, Brookefield, Bangalore",Kundalahalli,Bangalore,1647.0,3,3,2,Semi-Furnished,28.0,46000.0
4 BHK House for Rent in Banashankari Bangalore,Banashankari,Bangalore,3500.0,4,4,0,Semi-Furnished,23.0,80000.0
"4 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,2555.0,4,5,2,Unfurnished,41.0,110000.0
1 BHK House for Rent in Konanakunte Bangalore,Konanakunte,Bangalore,600.0,1,1,0,Semi-Furnished,25.0,15000.0
"3 BHK Flat for Rent in Manorayana Palya, Bangalore",Manorayana Palya,Bangalore,1370.0,3,2,0,Furnished,16.0,22000.0
1 BHK House for Rent in Ramamurthy Nagar Bangalore,Ramamurthy Nagar,Bangalore,400.0,1,1,0,Furnished,10.0,4000.0
2 BHK House for Rent in Tindlu Bangalore,Thindlu,Bangalore,680.0,2,2,0,Semi-Furnished,22.0,15000.0
"1 BHK Flat for Rent in Sector 2 HSR Layout, Bangalore",Sector 2 HSR Layout,Bangalore,650.0,1,1,0,Unfurnished,40.0,26000.0
2 BHK House for Rent in Basaveshwar Nagar Bangalore,Basaveshwar Nagar,Bangalore,1350.0,2,2,0,Unfurnished,19.0,26000.0
2 BHK House for Rent in Kammasandra Electronic City Bangalore,Kammasandra,Bangalore,600.0,2,1,0,Semi-Furnished,13.0,8000.0
2 BHK House for Rent in Mahadevapura Bangalore,Mahadevapura,Bangalore,800.0,2,2,0,Semi-Furnished,31.0,25000.0
"2 BHK Flat for Rent in Ramamurthy Nagar, Bangalore",Ramamurthy Nagar,Bangalore,850.0,2,2,0,Furnished,24.0,20000.0
"2 BHK House for Rent in Kadugondanahalli, Kadugondanahalli Bangalore",Kadugondanahalli,Bangalore,600.0,2,1,0,Unfurnished,17.0,10000.0
"4 BHK Flat for Rent in Kariyammana Agrahara, Bellandur, Bangalore",Kariyammana Agrahara,Bangalore,4010.0,4,6,5,Semi-Furnished,38.0,150000.0
"4 BHK Flat for Rent in Kanakapura Road, Bangalore",Kanakapura Road,Bangalore,1900.0,4,5,2,Unfurnished,45.0,85000.0
1 BHK House for Rent in Munnekollal Bangalore,Munnekollal,Bangalore,500.0,1,1,0,Unfurnished,36.0,18000.0
"1 BHK Flat for Rent in Koramangala, Bangalore",Koramangala,Bangalore,475.0,1,1,0,Semi-Furnished,42.0,20000.0
"3 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1500.0,3,3,2,Furnished,47.0,70000.0
"2 BHK Flat for Rent in Ejipura, Bangalore",Ejipura,Bangalore,1100.0,2,2,0,Furnished,29.0,32000.0
"3 BHK Flat for Rent in Nagasandra, Bangalore",Nagasandra,Bangalore,1187.0,3,3,2,Unfurnished,35.0,42000.0
"2 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1148.0,2,2,0,Semi-Furnished,314.0,360000.0
2 BHK House for Rent in Horamavu Bangalore,Horamavu,Bangalore,800.0,2,2,0,Semi-Furnished,13.0,10000.0
"3 BHK Flat for Rent in Block 2nd JayaNagar East, Bangalore",Block 2nd JayaNagar East,Bangalore,1650.0,3,3,0,Semi-Furnished,39.0,65000.0
"2 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1290.0,2,2,0,Semi-Furnished,36.0,46000.0
"2 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1155.0,2,2,0,Semi-Furnished,36.0,42000.0
2 BHK House for Rent in Medi Agrahara Bangalore,Medi Agrahara,Bangalore,900.0,2,1,0,Semi-Furnished,11.0,10000.0
2 BHK House for Rent in Canara Bank Layout Bangalore,Canara bank Layout,Bangalore,900.0,2,2,0,Semi-Furnished,23.0,20500.0
"2 BHK Flat for Rent in Jalahalli East, Bangalore",Jalahalli East,Bangalore,850.0,2,2,0,Semi-Furnished,24.0,20000.0
"2 BHK Flat for Rent in Ramamurthy Nagar, Bangalore",Ramamurthy Nagar,Bangalore,1100.0,2,2,0,Semi-Furnished,15.0,17000.0
4 BHK Villa for Rent in Block 3rd HBR Layout Bangalore,HBR Layout Block 3,Bangalore,2500.0,4,5,2,Semi-Furnished,24.0,60000.0
"2 BHK Flat for Rent in Mahadevapura, Bangalore",Mahadevapura,Bangalore,1280.0,2,2,2,Semi-Furnished,38.0,48000.0
