house_type,locality,city,area,beds,bathrooms,balconies,furnishing,area_rate,rent
2 BHK House for Rent in Virupakshapura Bangalore,Virupakshapura,Bangalore,850.0,2,2,0,Semi-Furnished,15.0,13000.0
"2 BHK Flat for Rent in Vasanth Nagar, Bangalore",Vasanth Nagar,Bangalore,1200.0,2,2,2,Unfurnished,50.0,60000.0
"1 BHK Flat for Rent in Panathur, Bangalore",Panathur,Bangalore,645.0,1,1,0,Furnished,53.0,34000.0
2 BHK House for Rent in Raghuvanahalli Bangalore City Municipal Corporation Layout Bangalore,Raghuvanahalli BCMC Layout,Bangalore,1200.0,2,2,2,Semi-Furnished,19.0,23000.0
1 BHK House for Rent in Munnekollal Bangalore,Munnekollal,Bangalore,400.0,1,1,0,Semi-Furnished,35.0,14000.0
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,1300.0,3,2,0,Semi-Furnished,54.0,70000.0
"2 BHK Flat for Rent in Devanahalli, Bangalore",Devanahalli,Bangalore,950.0,2,2,0,Semi-Furnished,21.0,20000.0
4 BHK House for Rent in Pulikeshi Nagar Bangalore,Frazer Town,Bangalore,1800.0,4,4,3,Semi-Furnished,20.0,36000.0
"3 BHK Flat for Rent in Doddaballapur Main Road, Bangalore",Doddaballapur Main Road,Bangalore,1075.0,3,2,0,Semi-Furnished,24.0,26000.0
4 BHK Villa for Rent in Sarjapura Bangalore,Sarjapur,Bangalore,1957.0,4,3,0,Semi-Furnished,15.0,30000.0
"2 BHK Flat for Rent in Nelamangala Town, Bangalore",NelaMangala,Bangalore,810.0,2,2,2,Semi-Furnished,10.0,8000.0
2 BHK House for Rent in Mullur Bangalore,Mullur,Bangalore,1000.0,2,2,0,Semi-Furnished,25.0,25000.0
"1 BHK Flat for Rent in Chinnapanna Halli, Bangalore",Chinnapanna Halli,Bangalore,500.0,1,1,0,Semi-Furnished,32.0,16000.0
2 BHK House for Rent in Margondanahalli Bangalore,Margondanahalli,Bangalore,800.0,2,2,2,Semi-Furnished,10.0,8000.0
"1 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bangalore,450.0,1,1,0,Unfurnished,31.0,14000.0
"4 BHK Flat for Rent in Phase 1st JP Nagar, Bangalore",Phase 1st JP Nagar,Bangalore,2500.0,4,4,3,Furnished,80.0,200000.0
"2 BHK House for Rent in Munikalappa Layout, Jalahalli East Bangalore",Munikalappa Layout,Bangalore,900.0,2,2,0,Semi-Furnished,27.0,24000.0
4 BHK Villa for Rent in Gunjur Bangalore,Gunjur,Bangalore,4000.0,4,5,0,Semi-Furnished,62.0,250000.0
"3 BHK Flat for Rent in Panathur, Bangalore",Panathur,Bangalore,1515.0,3,2,2,Unfurnished,43.0,65000.0
"1 BHK Flat for Rent in Phase 7 JP Nagar, Bangalore",Phase 7 JP Nagar,Bangalore,575.0,1,1,0,Semi-Furnished,24.0,14000.0
"2 BHK Flat for Rent in Thanisandra, Bangalore",Thanisandra,Bangalore,720.0,2,2,3,Unfurnished,47.0,33900.0
2 BHK House for Rent in Old Madras Road Bangalore,Old Madras Road,Bangalore,1350.0,2,2,0,Furnished,26.0,34900.0
"2 BHK Flat for Rent in CV Raman Nagar, Bangalore",C V Raman Nagar,Bangalore,750.0,2,3,0,Furnished,48.0,36000.0
"2 BHK Flat for Rent in Sector 3 HSR Layout, Bangalore",Sector 3 HSR Layout,Bangalore,750.0,2,2,0,Semi-Furnished,35.0,26000.0
"4 BHK Flat for Rent in Malleshwaram, Bangalore",Malleshwaram,Bangalore,2500.0,4,5,0,Furnished,70.0,180000.0
4 BHK House for Rent in Babusabpalya Bangalore,Babusahib Palya,Bangalore,1200.0,4,3,0,Semi-Furnished,38.0,45000.0
"2 BHK Flat for Rent in J P Nagar, Bangalore",JP Nagar,Bangalore,950.0,2,2,2,Unfurnished,23.0,22000.0
"2 BHK House for Rent in Old Guddadahalli, Guddadahalli Bangalore",Old Guddadahalli,Bangalore,800.0,2,2,0,Unfurnished,8.0,6000.0
1 BHK House for Rent in Halasuru Bangalore,Halasuru,Bangalore,300.0,1,1,0,Semi-Furnished,67.0,20000.0
"3 BHK Flat for Rent in Bagalur Main Road, Bangalore",Bagalur Main Road,Bangalore,1431.0,3,3,2,Furnished,30.0,43000.0
"4 BHK Flat for Rent in Stage 1 BTM Layout, Bangalore",BTM Layout Stage 1,Bangalore,3300.0,4,4,3,Furnished,29.0,95000.0
2 BHK House for Rent in Mathrushree Layout Doddamuniswamy Reddy Layout Bangalore,Mathrushree Layout Doddamuniswamy Reddy Layout,Bangalore,600.0,2,2,0,Semi-Furnished,25.0,15000.0
"3 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1628.0,3,3,3,Semi-Furnished,31.0,50000.0
"1 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,600.0,1,1,0,Semi-Furnished,20.0,12000.0
2 BHK House for Rent in Medahalli Bangalore,MedaHalli,Bangalore,800.0,2,1,0,Unfurnished,8.0,6500.0
"2 BHK Flat for Rent in Old Madras Road, Bangalore",Old Madras Road,Bangalore,850.0,2,2,2,Furnished,41.0,35000.0
2 BHK House for Rent in Thurahalli Bangalore,Thurahalli,Bangalore,1750.0,2,3,0,Semi-Furnished,14.0,25000.0
"1 BHK Flat for Rent in Malleshpalya Main Road, Bangalore",Malleshpalya Main Road,Bangalore,1200.0,1,1,0,Semi-Furnished,11.0,13000.0
"2 BHK Flat for Rent in Sarjapura Attibele Road, Bangalore",Sarjapura Attibele Road,Bangalore,1340.0,2,2,0,Unfurnished,17.0,23000.0
4 BHK House for Rent in Yelahanka Bangalore,Yelahanka,Bangalore,3500.0,4,5,0,Furnished,71.0,250000.0
2 BHK House for Rent in Tatanagar Bangalore,Tata Nagar,Bangalore,800.0,2,1,0,Semi-Furnished,24.0,19000.0
"2 BHK Flat for Rent in Thanisandra, Bangalore",Thanisandra,Bangalore,1009.0,2,2,0,Semi-Furnished,35.0,35000.0
"2 BHK Flat for Rent in Sudhama Nagar, Bangalore",Sudhama Nagar,Bangalore,1010.0,2,2,2,Semi-Furnished,38.0,38000.0
"2 BHK Flat for Rent in Hennur Main Road, Bangalore",Hennur Main Road,Bangalore,1359.0,2,2,2,Unfurnished,33.0,45000.0
"2 BHK Flat for Rent in Ramamurthy Nagar, Bangalore",Ramamurthy Nagar,Bangalore,851.0,2,2,0,Semi-Furnished,33.0,28000.0
"3 BHK Flat for Rent in Beml Layout-Brookefield, Brookefield, Bangalore",BEML Layout-Brookefield,Bangalore,1605.0,3,3,3,Semi-Furnished,31.0,50000.0
"2 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,1212.0,2,2,0,Furnished,33.0,40000.0
1 BHK House for Rent in Hennur Bande Road Bangalore,Hennur Bande Road,Bangalore,700.0,1,1,0,Semi-Furnished,19.0,13500.0
1 BHK House for Rent in Annasandrapalya Extension Bangalore,Annasandrapalya Extension,Bangalore,500.0,1,1,0,Semi-Furnished,18.0,9000.0
1 BHK House for Rent in Jigani Bangalore,Jigani,Bangalore,600.0,1,1,0,Unfurnished,8.0,5000.0
"3 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1290.0,3,2,0,Furnished,48.0,62000.0
"3 BHK Flat for Rent in Yelahanka, Bangalore",Yelahanka,Bangalore,1280.0,3,3,2,Unfurnished,23.0,30000.0
"2 BHK Flat for Rent in Sannatammanahalli, Bangalore",Sannatammanahalli,Bangalore,1400.0,2,2,0,Semi-Furnished,21.0,29950.0
5 BHK Villa for Rent in Old Madras Road Bangalore,Old Madras Road,Bangalore,3900.0,5,5,3,Unfurnished,38.0,150000.0
"4 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bangalore,2500.0,4,4,3,Semi-Furnished,40.0,100000.0
2 BHK House for Rent in Munnekollal Bangalore,Munnekollal,Bangalore,750.0,2,1,0,Semi-Furnished,25.0,19000.0
"3 BHK Flat for Rent in RR Nagar, Bangalore",Rajarajeshwari Nagar,Bangalore,1415.0,3,2,2,Unfurnished,14.0,20000.0
"1 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,650.0,1,1,0,Furnished,51.0,33000.0
"3 BHK Flat for Rent in Bellandur, Outer Ring Road, Bangalore",Bellandur,Bangalore,2200.0,3,3,0,Unfurnished,36.0,80000.0
"2 BHK Flat for Rent in Bommasandra Jigani Link Road, Bangalore",Bommasandra Jigani Link Road,Bangalore,830.0,2,2,0,Semi-Furnished,36.0,30000.0
4 BHK Villa for Rent in Varthur Kodi Bangalore,Varthur Kodi,Bangalore,4300.0,4,4,3,Furnished,20.0,85000.0
"2 BHK Flat for Rent in Choodasandra, Bangalore",Choodasandra,Bangalore,1080.0,2,2,0,Semi-Furnished,35.0,38000.0
"3 BHK Flat for Rent in RR Nagar, Bangalore",Rajarajeshwari Nagar,Bangalore,1230.0,3,3,3,Semi-Furnished,45.0,55000.0
"3 BHK Flat for Rent in Sahakar Nagar, Bangalore",Sahakara Nagar,Bangalore,1701.0,3,3,3,Semi-Furnished,26.0,45000.0
"2 BHK Flat for Rent in Gottigere, Bangalore",Gottigere,Bangalore,1200.0,2,2,2,Semi-Furnished,23.0,28000.0
"3 BHK Flat for Rent in Richards Town, Richards Town, Bangalore",Richards Town,Bangalore,1900.0,3,3,3,Unfurnished,58.0,110000.0
"2 BHK House for Rent in Rpc Layout, Vijayanagar, West Of Chord Road Bangalore",RPC Layout,Bangalore,1000.0,2,2,0,Unfurnished,23.0,22500.0
"4 BHK House for Rent in Hoodi, Hoodi Bangalore",Hoodi,Bangalore,1500.0,4,3,4,Semi-Furnished,47.0,70000.0
"2 BHK Flat for Rent in Hennur Main Road, Bangalore",Hennur Main Road,Bangalore,1000.0,2,2,2,Semi-Furnished,35.0,35000.0
4 BHK Villa for Rent in Horamavu Bangalore,Horamavu,Bangalore,3200.0,4,4,2,Semi-Furnished,31.0,100000.0
"3 BHK Flat for Rent in Haralur, Bangalore",Haralur,Bangalore,1640.0,3,3,0,Semi-Furnished,40.0,65000.0
4 BHK House for Rent in Kasavanahalli Bangalore,Kasavanahalli,Bangalore,2500.0,4,5,0,Unfurnished,40.0,100000.0
4 BHK Villa for Rent in Bagalur Sarjapur Road Bangalore,Bagalur Sarjapur Road,Bangalore,2800.0,4,5,2,Semi-Furnished,9.0,26000.0
"1 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,600.0,1,1,0,Semi-Furnished,10.0,6000.0
3 BHK House for Rent in Vijaya Bank Layout Bommanahalli Bangalore,Vijaya Bank Layout Bommanahalli,Bangalore,3200.0,3,3,0,Semi-Furnished,38.0,120000.0
"2 BHK Flat for Rent in Block 1st Koramangala, Bangalore",Block 1st Koramangala,Bangalore,1380.0,2,2,0,Furnished,51.0,70000.0
2 BHK House for Rent in Block 1st Koramangala Bangalore,Block 1st Koramangala,Bangalore,800.0,2,2,0,Unfurnished,31.0,25000.0
"2 BHK Flat for Rent in Manayata Tech Park, Bangalore",Manyata Tech Park,Bangalore,750.0,2,2,0,Semi-Furnished,21.0,15500.0
"2 BHK Flat for Rent in Krishnarajapura, Bangalore",KR Puram,Bangalore,910.0,2,2,0,Semi-Furnished,49.0,45000.0
2 BHK House for Rent in Coffee Board Layout Bangalore,Coffee Board layout,Bangalore,1100.0,2,2,2,Semi-Furnished,13.0,14000.0
"3 BHK Flat for Rent in Bagalur Main Road, Bangalore",Bagalur Main Road,Bangalore,1431.0,3,3,0,Unfurnished,24.0,35000.0
"3 BHK Flat for Rent in Atmananda Colony, Hebbal, Bangalore",Atmananda Colony,Bangalore,1460.0,3,3,3,Unfurnished,21.0,30000.0
2 BHK House for Rent in Hoskote Bangalore,Hoskote,Bangalore,1200.0,2,2,0,Unfurnished,17.0,20000.0
1 BHK House for Rent in Doddanagamangala Village Bangalore,Doddanagamangala,Bangalore,800.0,1,1,0,Semi-Furnished,11.0,9000.0
1 BHK House for Rent in Nayanda Halli Bangalore,Nayandahalli,Bangalore,800.0,1,1,0,Semi-Furnished,8.0,6000.0
"3 BHK Flat for Rent in Maithri Layout, Bangalore",Maithri Layout,Bangalore,1100.0,3,2,2,Semi-Furnished,27.0,30000.0
1 BHK House for Rent in Matadahalli Bangalore,Matadahalli,Bangalore,300.0,1,1,0,Semi-Furnished,22.0,6500.0
"2 BHK Flat for Rent in Hebbal Kempapura, Bangalore",Hebbal Kempapura,Bangalore,1200.0,2,2,0,Semi-Furnished,24.0,29000.0
"3 BHK Flat for Rent in Sarjapura, Bangalore",Sarjapur,Bangalore,1800.0,3,3,3,Semi-Furnished,36.0,65000.0
2 BHK House for Rent in Balagere Bangalore,Balagere,Bangalore,900.0,2,2,0,Furnished,28.0,25000.0
"1 BHK Flat for Rent in Stage 2nd BTM Layout, Bangalore",BTM Layout Stage 2,Bangalore,400.0,1,1,0,Semi-Furnished,33.0,13100.0
"3 BHK Flat for Rent in Hulimavu, Bangalore",Hulimavu,Bangalore,1542.0,3,3,0,Furnished,27.0,42000.0
"3 BHK Flat for Rent in Indiranagar, Bangalore",Indira Nagar,Bangalore,2300.0,3,3,2,Semi-Furnished,57.0,130000.0
"1 BHK House for Rent in Thyagaraja Nagar, Basavanagudi Bangalore",Thyagaraja Nagar,Bangalore,200.0,1,1,0,Semi-Furnished,35.0,7000.0
"3 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,2280.0,3,3,3,Semi-Furnished,43.0,98000.0
1 BHK House for Rent in Bommanahalli Bangalore,Bommanahalli,Bangalore,350.0,1,1,0,Semi-Furnished,34.0,12000.0
"4 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,5100.0,4,7,2,Semi-Furnished,74.0,380000.0
"3 BHK Flat for Rent in Richmond Road, Bangalore",Richmond Road,Bangalore,1900.0,3,3,3,Semi-Furnished,79.0,150000.0
"2 BHK Flat for Rent in Varthur, Bangalore",Varthur,Bangalore,900.0,2,1,0,Furnished,19.0,17000.0
"3 BHK Flat for Rent in Stage 3rd Banashankari, Bangalore",Banashankari Stage 3,Bangalore,1400.0,3,2,0,Semi-Furnished,24.0,33000.0
"3 BHK Flat for Rent in Doddakallasandra, Konanakunte, Bangalore",Doddakallasandra,Bangalore,1480.0,3,3,0,Semi-Furnished,33.0,49000.0
"2 BHK Flat for Rent in Chandapura, Bangalore",Chandapura,Bangalore,800.0,2,1,0,Furnished,13.0,10500.0
1 BHK House for Rent in Basaveshwar Nagar Bangalore,Basaveshwar Nagar,Bangalore,700.0,1,1,0,Semi-Furnished,17.0,12000.0
2 BHK House for Rent in Mullur Bangalore,Mullur,Bangalore,1000.0,2,2,2,Semi-Furnished,28.0,28000.0
"4 BHK Flat for Rent in Thanisandra Main Road, Bangalore",Thanisandra Main Road,Bangalore,3200.0,4,4,2,Semi-Furnished,41.0,130000.0
"1 BHK Flat for Rent in Stage 6th Banashankari, Bangalore",Banashankari stage 6,Bangalore,370.0,1,1,0,Semi-Furnished,68.0,25000.0
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,1500.0,3,3,0,Semi-Furnished,31.0,47000.0
"2 BHK Flat for Rent in Chandapura, Bangalore",Chandapura,Bangalore,977.0,2,2,0,Unfurnished,26.0,25000.0
2 BHK House for Rent in Silver County Road Bangalore,Silver County Road,Bangalore,900.0,2,1,0,Semi-Furnished,17.0,15000.0
"3 BHK Flat for Rent in Hanumanthappa Layout Sivanchetti Gardens, Bangalore",Hanumanthappa Layout Sivanchetti Gardens,Bangalore,1950.0,3,3,3,Semi-Furnished,77.0,150000.0
"2 BHK Flat for Rent in Hbr Layout, Bangalore",HBR Layout,Bangalore,900.0,2,2,0,Unfurnished,33.0,30000.0
3 BHK Villa for Rent in Whitefield Bangalore,Whitefield,Bangalore,3014.0,3,4,0,Semi-Furnished,25.0,75000.0
4 BHK House for Rent in Sahakar Nagar Bangalore,Sahakara Nagar,Bangalore,2200.0,4,3,0,Semi-Furnished,30.0,65000.0
2 BHK House for Rent in Nagavara Bangalore,Nagavara,Bangalore,600.0,2,1,0,Semi-Furnished,14.0,8500.0
3 BHK Villa for Rent in Whitefield Bangalore,Whitefield,Bangalore,1435.0,3,3,2,Semi-Furnished,70.0,100000.0
4 BHK Villa for Rent in Indiranagar Bangalore,Indira Nagar,Bangalore,4659.0,4,4,3,Semi-Furnished,64.0,300000.0
"4 BHK Flat for Rent in Haralur, Bangalore",Haralur,Bangalore,2300.0,4,3,2,Furnished,35.0,80000.0
"3 BHK Flat for Rent in Yelahanka, Bangalore",Yelahanka,Bangalore,1550.0,3,3,2,Unfurnished,40.0,61500.0
3 BHK House for Rent in Kada Agrahara Bangalore,Kada Agrahara,Bangalore,951.0,3,2,0,Semi-Furnished,21.0,20000.0
"2 BHK Flat for Rent in Mahadevapura, Bangalore",Mahadevapura,Bangalore,1000.0,2,2,0,Unfurnished,42.0,42000.0
1 BHK House for Rent in RT Nagar Bangalore,RT Nagar,Bangalore,280.0,1,1,0,Furnished,43.0,12000.0
1 BHK House for Rent in Block D AECS Layout Bangalore,AECS Layout Block D,Bangalore,500.0,1,1,0,Semi-Furnished,40.0,20000.0
2 BHK House for Rent in Hebbal Kempapura Bangalore,Hebbal Kempapura,Bangalore,1800.0,2,3,2,Semi-Furnished,14.0,26000.0
1 BHK House for Rent in Jigani Bangalore,Jigani,Bangalore,500.0,1,1,0,Semi-Furnished,18.0,9000.0
"3 BHK House for Rent in Kothnoor Dinne, JP Nagar Phase 8 Bangalore",Kothnoor Dinne,Bangalore,1200.0,3,2,0,Semi-Furnished,29.0,35000.0
"2 BHK Flat for Rent in Jalahalli, Jalahalli, Outer Ring Road, Bangalore",Jalahalli,Bangalore,1268.0,2,2,0,Semi-Furnished,28.0,35000.0
2 BHK House for Rent in Malleshwaram Bangalore,Malleshwaram,Bangalore,1100.0,2,1,0,Unfurnished,11.0,12000.0
"2 BHK Flat for Rent in Krishnarajapura, Bangalore",KR Puram,Bangalore,665.0,2,2,0,Semi-Furnished,23.0,15000.0
"3 BHK Flat for Rent in Bannerghatta Main Road, Bangalore",Bannerghatta Road,Bangalore,2251.0,3,3,2,Unfurnished,38.0,85000.0
"2 BHK Flat for Rent in Marathahalli, Bangalore",Marathahalli,Bangalore,1250.0,2,2,2,Unfurnished,35.0,44000.0
"2 BHK Flat for Rent in Neeladri Nagar, Bangalore",Neeladri Nagar,Bangalore,900.0,2,2,3,Semi-Furnished,38.0,34000.0
"3 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1970.0,3,3,2,Unfurnished,25.0,50000.0
4 BHK House for Rent in Horamavu Bangalore,Horamavu,Bangalore,3000.0,4,3,2,Semi-Furnished,15.0,45000.0
"1 BHK Flat for Rent in Devarabisanahalli, Bangalore",Devarabisanahalli,Bangalore,729.0,1,1,0,Semi-Furnished,30.0,22000.0
"3 BHK Flat for Rent in Old Madras Road, Bangalore",Old Madras Road,Bangalore,1500.0,3,3,2,Semi-Furnished,35.0,52000.0
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bangalore,1227.0,3,2,0,Furnished,36.0,44000.0
"2 BHK Flat for Rent in Sanjayanagara, Bangalore",Sanjayanagara,Bangalore,560.0,2,3,0,Unfurnished,134.0,75000.0
"2 BHK Flat for Rent in Jakkur, Bangalore",Jakkur,Bangalore,690.0,2,2,0,Semi-Furnished,37.0,25500.0
"2 BHK Flat for Rent in Dollars Colony Stage 2nd RMV, Bangalore",Dollars Colony,Bangalore,1576.0,2,2,2,Semi-Furnished,57.0,90000.0
"2 BHK Flat for Rent in Manayata Tech Park, Bangalore",Manyata Tech Park,Bangalore,876.0,2,2,0,Furnished,48.0,42000.0
"3 BHK Flat for Rent in Jakkur, Bangalore",Jakkur,Bangalore,1500.0,3,3,0,Unfurnished,48.0,72000.0
"1 BHK House for Rent in Lingarajapuram, Lingarajapuram, Hennur Main Road Bangalore",Lingarajapuram,Bangalore,850.0,1,2,0,Semi-Furnished,15.0,13000.0
"3 BHK Flat for Rent in Old Madras Road, Bangalore",Old Madras Road,Bangalore,1533.0,3,3,0,Semi-Furnished,30.0,46000.0
"3 BHK Flat for Rent in Doddaballapur Main Road, Bangalore",Doddaballapur Main Road,Bangalore,1075.0,3,2,0,Semi-Furnished,14.0,15000.0
1 BHK House for Rent in Kadugodi Bangalore,Kadugodi,Bangalore,600.0,1,1,0,Unfurnished,13.0,8000.0
2 BHK House for Rent in Electronic City Bangalore,Electronic City,Bangalore,1000.0,2,2,0,Semi-Furnished,14.0,14000.0
2 BHK House for Rent in Choodasandra Bangalore,Choodasandra,Bangalore,950.0,2,2,0,Semi-Furnished,17.0,16000.0
"1 BHK House for Rent in Yelachenahalli, Kumaraswamy Layout, Kanakapura Road Bangalore",Yelachenahalli,Bangalore,750.0,1,1,0,Semi-Furnished,15.0,11000.0
"2 BHK Flat for Rent in Attibele, Bangalore",Attibele,Bangalore,858.0,2,2,0,Semi-Furnished,35.0,30000.0
"3 BHK Flat for Rent in Kodihalli, Bangalore",Kodihalli,Bangalore,1600.0,3,2,2,Unfurnished,53.0,85000.0
2 BHK House for Rent in Vijayapura Town Bangalore,Vijayapura Town,Bangalore,1000.0,2,2,0,Semi-Furnished,13.0,13000.0
"1 BHK Flat for Rent in Bhavani Nagar SG Palya, Bangalore",Bhavani Nagar,Bangalore,600.0,1,1,0,Furnished,45.0,26999.0
2 BHK House for Rent in Yelahanka New Town Bangalore,Yelahanka New Town,Bangalore,950.0,2,2,0,Semi-Furnished,17.0,16000.0
"3 BHK Flat for Rent in Kasavanahalli, Bangalore",Kasavanahalli,Bangalore,1200.0,3,3,2,Furnished,58.0,70000.0
"3 BHK Flat for Rent in Kalena Agrahara, Bangalore",Kalena Agrahara,Bangalore,1760.0,3,3,5,Semi-Furnished,28.0,50000.0
"3 BHK Flat for Rent in Doddakannelli, Bangalore",Doddakannelli,Bangalore,1400.0,3,2,2,Semi-Furnished,39.0,55000.0
"3 BHK Flat for Rent in Gunjur, Bangalore",Gunjur,Bangalore,1400.0,3,3,2,Unfurnished,44.0,62000.0
"3 BHK Flat for Rent in Thanisandra Main Road, Bangalore",Thanisandra Main Road,Bangalore,2900.0,3,4,0,Semi-Furnished,103.0,300000.0
3 BHK Villa for Rent in Yelahanka New Town Bangalore,Yelahanka New Town,Bangalore,1500.0,3,2,0,Furnished,13.0,20000.0
5 BHK Villa for Rent in Hennur Gardens Bangalore,Hennur,Bangalore,3500.0,5,5,3,Furnished,31.0,110000.0
5 BHK House for Rent in Kasturi Nagar Bangalore,Kasturi Nagar,Bangalore,5500.0,5,4,3,Semi-Furnished,27.0,150000.0
1 BHK House for Rent in Pillaganahalli Bangalore,Pillaganahalli,Bangalore,600.0,1,1,0,Unfurnished,13.0,8000.0
1 BHK House for Rent in Manjunatha Layout Munnekollal Bangalore,Manjunatha Layout Munnekollal,Bangalore,600.0,1,1,0,Semi-Furnished,22.0,13000.0
"2 BHK Flat for Rent in SG Palya, Bangalore",SG Palya,Bangalore,750.0,2,2,0,Unfurnished,28.0,21000.0
2 BHK Villa for Rent in Konena Agrahara Murgesh Pallya Bangalore,Konena Agrahara Murgesh Pallya,Bangalore,650.0,2,3,0,Semi-Furnished,46.0,30000.0
4 BHK Villa for Rent in Doddakannelli Bangalore,Doddakannelli,Bangalore,2620.0,4,4,3,Semi-Furnished,46.0,120000.0
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,1400.0,3,3,0,Furnished,54.0,75000.0
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,1200.0,3,2,0,Semi-Furnished,38.0,45000.0
"2 BHK Flat for Rent in Block 2nd Koramangala, Bangalore",Block 2nd Koramangala,Bangalore,1500.0,2,1,2,Semi-Furnished,33.0,50000.0
2 BHK House for Rent in Stage 5th RR Nagar Bangalore,Rajarajeshwari Nagar Stage 5,Bangalore,800.0,2,3,0,Unfurnished,25.0,20000.0
2 BHK House for Rent in Doddaballapur Main Road Bangalore,Doddaballapur Main Road,Bangalore,900.0,2,1,0,Semi-Furnished,12.0,10500.0
"4 BHK House for Rent in Judicial Layout, Yelahanka Bangalore",Judicial Layout,Bangalore,4600.0,4,4,4,Semi-Furnished,22.0,99000.0
1 BHK House for Rent in RMV Extension Stage 2nd RMV Bangalore,RMV Extension,Bangalore,1000.0,1,1,0,Furnished,20.0,20000.0
"3 BHK Flat for Rent in Tumkur Road, Bangalore",Tumkur Road,Bangalore,1300.0,3,2,0,Semi-Furnished,32.0,41000.0
"3 BHK Flat for Rent in Kenchenhalli, Bangalore",Kenchenhalli,Bangalore,1500.0,3,2,0,Semi-Furnished,20.0,30000.0
1 BHK House for Rent in Ittamadu Main Road Bangalore,Ittamadu Main Road,Bangalore,600.0,1,1,0,Semi-Furnished,16.0,9500.0
"2 BHK Flat for Rent in Sarjapura, Bangalore",Sarjapur,Bangalore,1000.0,2,2,0,Semi-Furnished,50.0,50000.0
"3 BHK Flat for Rent in CV Raman Nagar, Bangalore",C V Raman Nagar,Bangalore,1659.0,3,3,0,Semi-Furnished,45.0,75000.0
"2 BHK Flat for Rent in Bellandur, Outer Ring Road, Bangalore",Bellandur,Bangalore,1000.0,2,2,2,Semi-Furnished,45.0,45000.0
1 BHK House for Rent in Borewell Road Bangalore,Borewell Road,Bangalore,400.0,1,1,0,Furnished,48.0,19000.0
"2 BHK Flat for Rent in Stage 1 BTM Layout, Bangalore",BTM Layout Stage 1,Bangalore,1000.0,2,2,0,Semi-Furnished,18.0,18000.0
"2 BHK Flat for Rent in Cooke Town, Cooke Town, Bangalore",Cooke Town,Bangalore,1000.0,2,2,0,Semi-Furnished,43.0,42500.0
"3 BHK Flat for Rent in Hosur Road, Bangalore",Hosur Road,Bangalore,1890.0,3,3,2,Furnished,53.0,100000.0
"4 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,2452.0,4,5,3,Furnished,47.0,120000.0
"3 BHK Flat for Rent in Sarjapura Attibele Road, Bangalore",Sarjapura Attibele Road,Bangalore,1320.0,3,2,2,Semi-Furnished,20.0,27000.0
3 BHK House for Rent in Nyanapanahalli Bangalore,Nyanapanahalli,Bangalore,1350.0,3,3,0,Semi-Furnished,17.0,23000.0
"3 BHK Flat for Rent in Elus Road, Bangalore",Elus Road,Bangalore,1485.0,3,3,2,Semi-Furnished,39.0,58000.0
"2 BHK Flat for Rent in Hsr Layout, Bangalore",HSR Layout,Bangalore,1100.0,2,2,2,Semi-Furnished,39.0,42500.0
"3 BHK Flat for Rent in Yelahanka, Bangalore",Yelahanka,Bangalore,1910.0,3,3,0,Semi-Furnished,37.0,70000.0
"1 BHK Flat for Rent in Phase 2 Electronic City, Bangalore",Electronic City Phase 2,Bangalore,615.0,1,1,0,Semi-Furnished,46.0,28000.0
"4 BHK Villa for Rent in Ombr Layout, Banaswadi Bangalore",OMBR Layout,Bangalore,4300.0,4,4,3,Semi-Furnished,29.0,130000.0
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bangalore,1855.0,3,3,3,Semi-Furnished,25.0,47000.0
